memory_realizations_total,retrieval_trials_total,paired_tasks_total,system_sizes,nominal_loads,generators,correlations,cue_noise,repetitions,cues_per_noise,max_steps
18000,864000,9000,128;256;512,0.05;0.10;0.15;0.20;0.30,latent;block;mixture,0.15;0.25;0.35;0.45,0.05;0.10;0.15;0.20,50,12,25
