N,nominal_load,actual_load,P,generator,corr,condition,rep,mean_pair_overlap_abs,mean_q2,mean_cost_int,mean_cost_cum
128,0.15,0.1484375,19,mixture,0.15,correlated,24,0.06816520467836257,0.0001806403695044232,1.0001806128004536,1.0032426569219615
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,24,0.07309941520467836,0.00013257455242980662,1.00013255975396,1.0023815700624377
128,0.15,0.1484375,19,mixture,0.15,correlated,25,0.07090643274853801,0.00010776090631128631,1.0001077528626297,1.0019370981717663
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,25,0.07017543859649122,0.00012299113139892947,1.0001229801887883,1.0022103092911365
128,0.15,0.1484375,19,mixture,0.15,correlated,26,0.07364766081871345,0.00012759482755807616,1.0001275841880213,1.0022932716207786
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,26,0.07035818713450293,0.00016782352643652653,1.00016779400045,1.0030113425707685
128,0.15,0.1484375,19,mixture,0.15,correlated,27,0.06524122807017543,0.00013934306925631395,1.0001393185956935,1.002500318527086
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,27,0.06725146198830409,0.00010473992987459661,1.0001047330369823,1.0018830914299992
128,0.15,0.1484375,19,mixture,0.15,correlated,28,0.06853070175438597,7.967347349168382e-05,1.0000796695105523,1.0014328412950466
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,28,0.0712719298245614,0.00014772192373332113,1.0001477040263258,1.0026532264472932
128,0.15,0.1484375,19,mixture,0.15,correlated,29,0.07383040935672515,0.00011758863978254273,1.0001175801307816,1.002113846332421
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,29,0.06871345029239766,0.00014180318930813297,1.0001417874299172,1.0025473753325536
128,0.15,0.1484375,19,mixture,0.15,correlated,30,0.0710891812865497,0.00013762650880564918,1.0001376115523801,1.0024724534882148
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,30,0.07255116959064327,0.0001801283756076284,1.0001800993573522,1.0032329817112302
128,0.15,0.1484375,19,mixture,0.15,correlated,31,0.07711988304093567,0.000127985727462683,1.000127972775733,1.0022995664458936
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,31,0.07456140350877193,9.211428784699676e-05,1.0000921091190071,1.0016563862424004
128,0.15,0.1484375,19,mixture,0.15,correlated,32,0.07255116959064327,0.00013266590403794844,1.0001326543616977,1.0023842596718218
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,32,0.0720029239766082,9.761875335154178e-05,1.0000976125882313,1.0017551454157285
128,0.15,0.1484375,19,mixture,0.15,correlated,33,0.07766812865497076,0.00011235610464641982,1.0001123474177247,1.0020196044828982
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,33,0.06743421052631579,0.00011177612815751948,1.0001117637669228,1.0020079883579067
128,0.15,0.1484375,19,mixture,0.15,correlated,34,0.07364766081871345,0.0001380535244623121,1.0001380391100574,1.0024803132957116
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,34,0.06560672514619884,0.0001237771801201497,1.0001237665049547,1.0022245429308798
128,0.15,0.1484375,19,mixture,0.15,correlated,35,0.06962719298245613,0.00014009300222547812,1.0001400781748426,1.002516891790038
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,35,0.0670687134502924,0.0001267174272287141,1.0001267014983455,1.0022757841792898
128,0.15,0.1484375,19,mixture,0.15,correlated,36,0.06871345029239766,0.00010314233896011652,1.0001031343210827,1.0018539729802032
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,36,0.07035818713450293,9.66627481500577e-05,1.0000966565787537,1.0017379360144043
128,0.15,0.1484375,19,mixture,0.15,correlated,37,0.07346491228070176,0.0001830070134920972,1.000182974233925,1.0032835874503696
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,37,0.06798245614035088,0.00013294845668638706,1.000132927716513,1.0023864061732417
128,0.15,0.1484375,19,mixture,0.15,correlated,38,0.06725146198830409,0.00010086279766857781,1.0001008566496485,1.0018135431038093
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,38,0.0670687134502924,0.00014148664536364162,1.0001414729669122,1.0025423452424032
128,0.15,0.1484375,19,mixture,0.15,correlated,39,0.0670687134502924,7.796965977703886e-05,1.0000779654732523,1.0014021005172185
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,39,0.07218567251461988,0.00011701291220564897,1.0001170041093932,1.0021033896024685
128,0.15,0.1484375,19,mixture,0.15,correlated,40,0.07730263157894737,0.00014816381058200713,1.0001481476976588,1.0026617521076397
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,40,0.0720029239766082,0.00013754790393352717,1.0001375346692807,1.002471590993858
128,0.15,0.1484375,19,mixture,0.15,correlated,41,0.06597222222222222,0.00013826809451864517,1.0001382532108154,1.0024840258248067
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,41,0.07785087719298246,0.0002157682495189552,1.0002157232000706,1.003869362280375
128,0.15,0.1484375,19,mixture,0.15,correlated,42,0.06030701754385965,0.00010361821710485526,1.0001036030964336,1.0018602664182363
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,42,0.07090643274853801,9.487820510728739e-05,1.0000948731040107,1.0017061582944238
128,0.15,0.1484375,19,mixture,0.15,correlated,43,0.07456140350877193,0.0001449367619129975,1.000144922431984,1.002604237533346
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,43,0.07035818713450293,0.00011053757030759678,1.000110528023377,1.0019865954642804
128,0.15,0.1484375,19,mixture,0.15,correlated,44,0.06962719298245613,0.00011010843019493055,1.0001100998138903,1.0019791693093705
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,44,0.07291666666666667,0.00014080469498658292,1.0001407895525265,1.002529601310571
128,0.15,0.1484375,19,mixture,0.15,correlated,45,0.07090643274853801,0.00018599824754474072,1.000185954034734,1.0033338116420942
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,45,0.06725146198830409,0.0001110304441003619,1.0001110220688183,1.0019958429115854
128,0.15,0.1484375,19,mixture,0.15,correlated,46,0.0714546783625731,0.00011741443439027229,1.0001174037196605,1.0021100019891116
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,46,0.06816520467836257,0.0001242976718409577,1.000124284879307,1.0022332348322023
128,0.15,0.1484375,19,mixture,0.15,correlated,47,0.0714546783625731,0.00012124057965221193,1.0001212311470273,1.0021792837079335
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,47,0.07163742690058479,7.109067123836e-05,1.0000710876805778,1.00127866470923
128,0.15,0.1484375,19,mixture,0.15,correlated,48,0.07675438596491228,0.00011024227092313833,1.0001102353217395,1.001982114848443
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,48,0.07383040935672515,9.708763935071732e-05,1.0000970819995785,1.0017457543322374
128,0.15,0.1484375,19,mixture,0.15,correlated,49,0.07346491228070176,8.115846823798911e-05,1.0000811540825147,1.0014594347167562
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,49,0.06286549707602339,9.673497965416984e-05,1.000096727374281,1.0017387742941082
128,0.15,0.1484375,19,mixture,0.25,correlated,0,0.0710891812865497,0.00014865243546276566,1.0001486365731802,1.0026706276193456
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,0,0.0762061403508772,0.00015945104532752923,1.0001594230283897,1.0028611232339668
128,0.15,0.1484375,19,mixture,0.25,correlated,1,0.08680555555555555,0.0002627824608719393,1.0002627218014988,1.0047106522501574
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,1,0.07364766081871345,0.00015503005238466617,1.0001550131203274,1.0027850797672624
128,0.15,0.1484375,19,mixture,0.25,correlated,2,0.07364766081871345,0.00014795986280569055,1.0001479454863367,1.0026586375425695
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,2,0.06889619883040936,0.00011515826211476984,1.0001151456632593,1.002068789164809
128,0.15,0.1484375,19,mixture,0.25,correlated,3,0.07894736842105263,0.00012914355598448037,1.000129131531558,1.0023207026245058
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,3,0.07218567251461988,0.00014831889587024784,1.000148300899754,1.0026639431066406
128,0.15,0.1484375,19,mixture,0.25,correlated,4,0.0798611111111111,0.0002263289203113494,1.0002262805002946,1.0040583943631545
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,4,0.07602339181286549,0.00016295214882096432,1.0001629333444018,1.0029270756298332
128,0.15,0.1484375,19,mixture,0.25,correlated,5,0.07602339181286549,0.00012263209833437213,1.0001226192195165,1.0022032257323985
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,5,0.0710891812865497,0.00012363696602393204,1.0001236263034183,1.0022220234814512
128,0.15,0.1484375,19,mixture,0.25,correlated,6,0.06725146198830409,9.410065421008034e-05,1.0000940951183686,1.0016920222538739
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,6,0.06487573099415204,0.00011408328737710108,1.0001140728568187,1.002050132751049
128,0.15,0.1484375,19,mixture,0.25,correlated,7,0.07529239766081872,0.00015037536928144032,1.0001503595306094,1.002701646679099
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,7,0.0670687134502924,8.737250204763567e-05,1.0000873680877433,1.0015712775695624
128,0.15,0.1484375,19,mixture,0.25,correlated,8,0.06359649122807018,7.397355803483537e-05,1.0000739705114317,1.001330538477484
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,8,0.07602339181286549,0.0001573775762683104,1.0001573591804214,1.0028268674190237
128,0.15,0.1484375,19,mixture,0.25,correlated,9,0.0762061403508772,0.0001619642767794308,1.0001619457494457,1.0029093831274898
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,9,0.06999269005847954,0.00011336947015999295,1.0001133584523703,1.0020370974518953
128,0.15,0.1484375,19,mixture,0.25,correlated,10,0.07693713450292397,0.00010933512820973011,1.0001093273948682,1.0019655337519762
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,10,0.0710891812865497,0.00012929439236071454,1.0001292828205777,1.0023235635592278
128,0.15,0.1484375,19,mixture,0.25,correlated,11,0.07236842105263158,0.00011811125595935402,1.000118101529912,1.002122861961936
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,11,0.07163742690058479,0.00010564282367599823,1.0001056340898142,1.00189875133987
128,0.15,0.1484375,19,mixture,0.25,correlated,12,0.0712719298245614,0.00016446051258330586,1.0001644244525625,1.002948741516347
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,12,0.07255116959064327,0.00011497343444248292,1.0001149647393317,1.0020667133533512
128,0.15,0.1484375,19,mixture,0.25,correlated,13,0.06505847953216375,8.962654986713483e-05,1.000089620796671,1.001611418834154
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,13,0.0710891812865497,0.000191668420617543,1.0001916395547101,1.0034407425966496
128,0.15,0.1484375,19,mixture,0.25,correlated,14,0.07748538011695906,0.00012812594155890065,1.0001281133474555,1.0023022040995184
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,14,0.08296783625730994,0.0002355724283816989,1.0002355338452549,1.0042278848300417
128,0.15,0.1484375,19,mixture,0.25,correlated,15,0.07876461988304094,0.00014823179317411265,1.000148214758515,1.0026626796863258
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,15,0.07492690058479533,9.39455689218396e-05,1.0000939399182744,1.0016891940174029
128,0.15,0.1484375,19,mixture,0.25,correlated,16,0.07693713450292397,0.00014269333637351484,1.0001426789249046,1.0025638305387623
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,16,0.07328216374269006,0.00017535897188022446,1.0001753375059101,1.0031495411737894
128,0.15,0.1484375,19,mixture,0.25,correlated,17,0.07675438596491228,0.0002054731357269732,1.0002054314889428,1.0036851551881023
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,17,0.06432748538011696,9.260503718375857e-05,1.0000925959396796,1.0016639582015987
128,0.15,0.1484375,19,mixture,0.25,correlated,18,0.06871345029239766,0.00010096689601273938,1.000100959438776,1.001814996048324
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,18,0.07730263157894737,0.0001505113344656514,1.0001504954087745,1.0027040671143503
128,0.15,0.1484375,19,mixture,0.25,correlated,19,0.0842470760233918,0.00034043132779248015,1.000340345217971,1.0061001479682365
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,19,0.07346491228070176,0.00011041222740340219,1.000110403816589,1.0019847037968657
128,0.15,0.1484375,19,mixture,0.25,correlated,20,0.07931286549707603,0.0002200065392455346,1.0002199725520544,1.003949177848943
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,20,0.06725146198830409,0.0001049226330908802,1.0001049154126989,1.0018862744418737
128,0.15,0.1484375,19,mixture,0.25,correlated,21,0.06578947368421052,0.0001351918822258697,1.0001351747618923,1.0024279383756858
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,21,0.07236842105263158,0.00010459971577837892,1.000104591615197,1.0018801793317618
128,0.15,0.1484375,19,mixture,0.25,correlated,22,0.07401315789473684,0.00014341777587063945,1.000143400963739,1.0025761009329923
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,22,0.06304824561403509,0.00010662644680552517,1.000106618806215,1.0019168078549863
128,0.15,0.1484375,19,mixture,0.25,correlated,23,0.08278508771929824,0.00015235961118852063,1.0001523460599113,1.002738097403277
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,23,0.06469298245614036,0.00015759639523665013,1.0001575683425,1.0028277234947314
128,0.15,0.1484375,19,mixture,0.25,correlated,24,0.08607456140350878,0.00023745469640062085,1.0002374119051927,1.0042604200466931
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,24,0.0710891812865497,0.00013409566292816794,1.0001340814211304,1.0024091300619655
128,0.15,0.1484375,19,mixture,0.25,correlated,25,0.07748538011695906,0.0001645497397354444,1.0001645265838863,1.0029544397782284
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,25,0.06999269005847954,0.00013438246448861318,1.0001343697437473,1.0024147797214382
128,0.15,0.1484375,19,mixture,0.25,correlated,26,0.07602339181286549,0.00012258748475830285,1.0001225786664554,1.0022037255442928
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,26,0.07054093567251463,9.238621821541889e-05,1.000092381152146,1.0016613139730857
128,0.15,0.1484375,19,mixture,0.25,correlated,27,0.08278508771929824,0.00016516158306439425,1.0001651421589905,1.0029666452622348
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,27,0.07383040935672515,0.0001435898568069066,1.0001435737358602,1.0025794194285735
128,0.15,0.1484375,19,mixture,0.25,correlated,28,0.07693713450292397,0.00016763657430823634,1.0001676103646597,1.0030090258475786
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,28,0.06505847953216375,8.52416726763278e-05,1.0000852366293176,1.0015327204769566
128,0.15,0.1484375,19,mixture,0.25,correlated,29,0.08022660818713451,0.0001975319191866454,1.0001975027566055,1.0035461900663507
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,29,0.06743421052631579,8.667143156654735e-05,1.000086666241255,1.0015584083675926
128,0.15,0.1484375,19,mixture,0.25,correlated,30,0.06834795321637427,9.936930509825932e-05,1.0000993593906242,1.0017854506591581
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,30,0.07163742690058479,0.00018032595001593512,1.0001802943418583,1.003235705966021
128,0.15,0.1484375,19,mixture,0.25,correlated,31,0.07510964912280702,0.00017506792140777264,1.0001750490406118,1.0031451303565173
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,31,0.07090643274853801,0.0001157998478277658,1.0001157904542448,1.0020813636977353
128,0.15,0.1484375,19,mixture,0.25,correlated,32,0.07602339181286549,0.00014406785940764864,1.0001440529433736,1.002588411740075
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,32,0.07364766081871345,0.0001378941902620647,1.0001378798288967,1.0024774638768978
128,0.15,0.1484375,19,mixture,0.25,correlated,33,0.08351608187134503,0.00017834808147686472,1.0001783295203368,1.0032042750053403
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,33,0.07255116959064327,0.00014240441035706633,1.0001423917950378,1.0025592060191877
128,0.15,0.1484375,19,mixture,0.25,correlated,34,0.07657163742690058,0.00014531066616957795,1.000145294142501,1.0026102639798586
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,34,0.06469298245614036,7.528222293286693e-05,1.0000752789044156,1.001354006612644
128,0.15,0.1484375,19,mixture,0.25,correlated,35,0.07456140350877193,0.00019571763375982891,1.0001956689308005,1.0035073363095222
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,35,0.07054093567251463,0.00014465845817656546,1.0001446380136956,1.002597278156375
128,0.15,0.1484375,19,mixture,0.25,correlated,36,0.0800438596491228,0.00016741563088389335,1.0001673980682544,1.003007814313402
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,36,0.07657163742690058,8.949058468292375e-05,1.0000894854971365,1.0016091858797112
128,0.15,0.1484375,19,mixture,0.25,correlated,37,0.06999269005847954,8.959680748308865e-05,1.0000895915103698,1.00161103055904
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,37,0.06743421052631579,9.570036958056373e-05,1.000095694344989,1.0017206600217718
128,0.15,0.1484375,19,mixture,0.25,correlated,38,0.06615497076023392,0.00014883938759105588,1.0001488207482283,1.0026731064811703
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,38,0.07383040935672515,0.00014928764780775173,1.000149272887289,1.0026824134396606
128,0.15,0.1484375,19,mixture,0.25,correlated,39,0.07510964912280702,0.00020353563185196547,1.000203504120871,1.0036534953718508
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,39,0.07182017543859649,0.0001302015350741228,1.0001301886201188,1.0023394600379623
128,0.15,0.1484375,19,mixture,0.25,correlated,40,0.08278508771929824,0.00022321871672252114,1.0002231818185925,1.0040060676534739
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,40,0.06469298245614036,0.00012479267008972615,1.0001247807528195,1.0022424229913065
128,0.15,0.1484375,19,mixture,0.25,correlated,41,0.07602339181286549,0.00014802784539779605,1.0001480114947932,1.0026592277413306
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,41,0.06944444444444445,0.00012771379709426085,1.0001277023819888,1.002295163189465
128,0.15,0.1484375,19,mixture,0.25,correlated,42,0.08333333333333333,0.00019646331781698653,1.000196433065415,1.0035266065693729
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,42,0.07236842105263158,0.00016237429678806725,1.0001623551487826,1.002916565364879
128,0.15,0.1484375,19,mixture,0.25,correlated,43,0.06834795321637427,0.00017704154103483647,1.0001770124292961,1.0031773863262181
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,43,0.07401315789473684,0.0001470442222682691,1.000147028685306,1.0026417831336065
128,0.15,0.1484375,19,mixture,0.25,correlated,44,0.07967836257309942,0.00022603574538289424,1.0002259974648033,1.0040563308263877
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,44,0.07163742690058479,0.00017302844364460658,1.00017298802012,1.0031015733305668
128,0.15,0.1484375,19,mixture,0.25,correlated,45,0.0758406432748538,0.00013470113288910788,1.0001346892660379,1.0024207890120902
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,45,0.06816520467836257,0.0001173974387422459,1.0001173879393466,1.0021100876471485
128,0.15,0.1484375,19,mixture,0.25,correlated,46,0.08826754385964912,0.00019822874075572713,1.0001982026003273,1.003559692292536
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,46,0.06798245614035088,0.0001144933073857376,1.0001144844865977,1.0020580303752076
128,0.15,0.1484375,19,mixture,0.25,correlated,47,0.07236842105263158,0.00016887300770215575,1.0001688458664695,1.0030309848891488
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,47,0.07236842105263158,9.371187876147682e-05,1.0000937053756267,1.0016847140068637
128,0.15,0.1484375,19,mixture,0.25,correlated,48,0.0800438596491228,0.00029408844453653813,1.000293980602932,1.0052593112133044
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,48,0.06743421052631579,0.00012415108437673016,1.0001241401361043,1.002231185100202
128,0.15,0.1484375,19,mixture,0.25,correlated,49,0.07383040935672515,0.00016322407918938645,1.000163197838389,1.0029295932942837
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,49,0.07291666666666667,8.782076226433154e-05,1.0000878157954063,1.001579168306498
128,0.15,0.1484375,19,mixture,0.35,correlated,0,0.09959795321637427,0.00042144320856624167,1.0004213123633132,1.0075441043936126
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,0,0.0714546783625731,0.00013102369954739912,1.0001310121277402,1.0023546908791372
128,0.15,0.1484375,19,mixture,0.35,correlated,1,0.08241959064327485,0.0001750126855516869,1.0001749939670823,1.003144189020226
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,1,0.07255116959064327,0.00017282024695628337,1.000172796880846,1.0031032364514607
128,0.15,0.1484375,19,mixture,0.35,correlated,2,0.08369883040935673,0.0002301019541732066,1.0002300625853486,1.0041291741053555
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,2,0.07273391812865497,0.00016675492506686767,1.0001667319870555,1.0029942031214274
128,0.15,0.1484375,19,mixture,0.35,correlated,3,0.07949561403508772,0.00021852579341123595,1.0002184926141167,1.0039227811386155
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,3,0.07255116959064327,0.00012531741072254076,1.0001253066140106,1.002252227978304
128,0.15,0.1484375,19,mixture,0.35,correlated,4,0.0847953216374269,0.0003650750174307366,1.0003648958958076,1.006514704721775
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,4,0.066703216374269,7.011554593284624e-05,1.0000701125334175,1.0012611054957317
128,0.15,0.1484375,19,mixture,0.35,correlated,5,0.09703947368421052,0.0005373662748421989,1.000537114347742,1.0095927347482212
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,5,0.0712719298245614,8.383103389013795e-05,1.0000838267696286,1.0015075797971154
128,0.15,0.1484375,19,mixture,0.35,correlated,6,0.09886695906432749,0.00037020982759070786,1.0003701218319083,1.006635532019053
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,6,0.07693713450292397,0.00017153282661828482,1.000171513096118,1.003081227261178
128,0.15,0.1484375,19,mixture,0.35,correlated,7,0.09868421052631579,0.0004237673634338497,1.0004236206930264,1.0075810160968457
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,7,0.06962719298245613,0.00010091166015665366,1.0001009046039586,1.0018141308558606
128,0.15,0.1484375,19,mixture,0.35,correlated,8,0.08241959064327485,0.00018815244593208487,1.000188125150738,1.0033779581914704
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,8,0.06505847953216375,0.00013523224688993238,1.0001352141558304,1.0024283591044973
128,0.15,0.1484375,19,mixture,0.35,correlated,9,0.08625730994152046,0.00022236893432120195,1.0002223348242054,1.0039916606547141
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,9,0.0712719298245614,0.00012952170915306741,1.0001295075643568,1.0023268323686578
128,0.15,0.1484375,19,mixture,0.35,correlated,10,0.08771929824561403,0.0002555571860047229,1.0002555041383954,1.0045830098187027
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,10,0.06469298245614036,8.523105039631131e-05,1.0000852260972746,1.0015325581089978
128,0.15,0.1484375,19,mixture,0.35,correlated,11,0.0842470760233918,0.0002875408711343738,1.0002874784072813,1.0051556796915462
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,11,0.06944444444444445,0.00012584852472336523,1.0001258354706888,1.0022610625678083
128,0.15,0.1484375,19,mixture,0.35,correlated,12,0.07236842105263158,0.00013590569944297784,1.0001358934551725,1.0024423496864365
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,12,0.06487573099415204,0.00011271088879897059,1.0001127006928006,1.002025506801723
128,0.15,0.1484375,19,mixture,0.35,correlated,13,0.0847953216374269,0.00032273460928500806,1.0003226140974644,1.0057708932810936
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,13,0.07054093567251463,0.00014962118740026957,1.0001496049047556,1.0026879326986093
128,0.15,0.1484375,19,mixture,0.35,correlated,14,0.07748538011695906,0.00013231961770941085,1.0001323079739315,1.0023779946768592
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,14,0.06816520467836257,0.00010287253304769767,1.0001028644101626,1.0018490829338038
128,0.15,0.1484375,19,mixture,0.35,correlated,15,0.09155701754385964,0.0003211242716345081,1.000321045087556,1.0057548558766567
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,15,0.07913011695906433,0.00014415283764778055,1.0001441386227543,1.0025901649040423
128,0.15,0.1484375,19,mixture,0.35,correlated,16,0.10508040935672515,0.0005544426521967079,1.000554248896335,1.0099180246648003
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,16,0.07876461988304094,0.00019791007235523244,1.000197878892919,1.003552353220897
128,0.15,0.1484375,19,mixture,0.35,correlated,17,0.0983187134502924,0.0003557104153681991,1.0003556135252893,1.0063717414622186
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,17,0.07163742690058479,0.0001917024119135957,1.0001916750299116,1.0034418228123279
128,0.15,0.1484375,19,mixture,0.35,correlated,18,0.08863304093567251,0.00032177647962752066,1.0003216951263878,1.005765903481538
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,18,0.07913011695906433,9.954988385853963e-05,1.00009954383766,1.0017899437111426
128,0.15,0.1484375,19,mixture,0.35,correlated,19,0.08442982456140351,0.0002136671625316935,1.0002136390770213,1.0038369580349442
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,19,0.06304824561403509,0.00011439558240958587,1.0001143854450163,1.002055848571315
128,0.15,0.1484375,19,mixture,0.35,correlated,20,0.08406432748538012,0.00022094554879899237,1.0002209080661217,1.0039649684405554
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,20,0.07054093567251463,0.0001431479699582206,1.0001431300450496,1.002570888952215
128,0.15,0.1484375,19,mixture,0.35,correlated,21,0.09959795321637427,0.0006189390120008309,1.000618572394415,1.011025039155972
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,21,0.07785087719298246,0.00013934519371231724,1.0001393272349455,1.0025024325513368
128,0.15,0.1484375,19,mixture,0.35,correlated,22,0.09959795321637427,0.0004852384978892765,1.0004850520429625,1.008674844598131
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,22,0.07163742690058479,0.00015392108635094463,1.0001539037779315,1.0027649967785586
128,0.15,0.1484375,19,mixture,0.35,correlated,23,0.08388157894736842,0.00033635874563415797,1.000336253515008,1.0060208744831893
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,23,0.07255116959064327,0.00010218208484662585,1.0001021749319101,1.0018369670786926
128,0.15,0.1484375,19,mixture,0.35,correlated,24,0.09082602339181287,0.0003965509575755993,1.0003964241691705,1.0070973717131009
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,24,0.07419590643274854,0.00010607833715667432,1.0001060697724995,1.0019066449663423
128,0.15,0.1484375,19,mixture,0.35,correlated,25,0.10544590643274854,0.000632299715805572,1.000631844157886,1.0112388126566116
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,25,0.07383040935672515,0.00016931914346284831,1.000169301157935,1.0030419427001651
128,0.15,0.1484375,19,mixture,0.35,correlated,26,0.09703947368421052,0.0005147790586151347,1.0005145924696257,1.0092064027576546
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,26,0.06487573099415204,0.00010351199430469037,1.000103504641174,1.0018608403022284
128,0.15,0.1484375,19,mixture,0.35,correlated,27,0.08442982456140351,0.00019911888782110895,1.000199089552125,1.0035746950471045
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,27,0.07182017543859649,0.00015756452839660063,1.0001575426360716,1.0028291120461141
128,0.15,0.1484375,19,mixture,0.35,correlated,28,0.09247076023391813,0.00032049755711353525,1.0003204207821512,1.005744333158661
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,28,0.07291666666666667,0.00012429767184095772,1.0001242875447232,1.0022340874900861
