N,nominal_load,actual_load,P,generator,corr,cue_noise,deltaF_int,deltaF_cum,retrieval_degradation,failure_probability_increase,corr_final_overlap_mean,uncorr_final_overlap_mean,corr_success_mean,uncorr_success_mean,corr_spearman_cost_error,uncorr_spearman_cost_error
128,0.05,0.046875,6,latent,0.45,0.2,0.002880481735439755,0.014264317300536788,0.2726302083333334,0.6950000000000001,0.7272135416666666,0.99984375,0.305,1.0,0.3247847772129784,0.03573961337244574
128,0.05,0.046875,6,mixture,0.15,0.05,-1.0669189041134786e-05,-5.329346951055136e-05,0.0,0.0,1.0,1.0,1.0,1.0,nan,nan
128,0.05,0.046875,6,mixture,0.15,0.1,-1.0669189041134786e-05,-5.329346951055136e-05,0.0,0.0,1.0,1.0,1.0,1.0,nan,nan
128,0.05,0.046875,6,mixture,0.15,0.15,-1.0669189041134786e-05,-5.329346951055136e-05,0.0,0.0,1.0,1.0,1.0,1.0,nan,nan
128,0.05,0.046875,6,mixture,0.15,0.2,-1.0669189041134786e-05,-5.329346951055136e-05,0.00026041666666665186,0.0,0.9994791666666667,0.9997395833333333,0.9983333333333333,0.9983333333333333,-0.024888369456276854,0.06841364144765363
128,0.05,0.046875,6,mixture,0.25,0.05,4.305807663396166e-05,0.00021494210930272928,0.0,0.0,1.0,1.0,1.0,1.0,nan,nan
128,0.05,0.046875,6,mixture,0.25,0.1,4.305807663396166e-05,0.00021494210930272928,0.0,0.0,1.0,1.0,1.0,1.0,nan,nan
128,0.05,0.046875,6,mixture,0.25,0.15,4.305807663396166e-05,0.00021494210930272928,0.0007031250000000266,0.0016666666666665941,0.99890625,0.999609375,0.9966666666666667,0.9983333333333333,0.12528819327686608,0.016159588302366277
128,0.05,0.046875,6,mixture,0.25,0.2,4.305807663396166e-05,0.00021494210930272928,0.0027083333333334236,0.00666666666666671,0.9965104166666666,0.99921875,0.9883333333333333,0.995,0.10736660173480216,0.052484460739128935
128,0.05,0.046875,6,mixture,0.35,0.05,0.00020337921696289563,0.001014776801427697,0.0,0.0,1.0,1.0,1.0,1.0,nan,nan
128,0.05,0.046875,6,mixture,0.35,0.1,0.00020337921696289563,0.001014776801427697,0.0,0.0,1.0,1.0,1.0,1.0,nan,nan
128,0.05,0.046875,6,mixture,0.35,0.15,0.00020337921696289563,0.001014776801427697,0.0005468749999999467,0.0,0.999453125,1.0,1.0,1.0,0.15114832092749222,nan
128,0.05,0.046875,6,mixture,0.35,0.2,0.00020337921696289563,0.001014776801427697,0.0005729166666667007,0.0033333333333332993,0.9990364583333333,0.999609375,0.995,0.9983333333333333,0.07797506010420473,0.028072670758732217
128,0.05,0.046875,6,mixture,0.45,0.05,0.0009355130614325802,0.004650722248404904,0.008880208333333361,0.033333333333333326,0.9911197916666666,1.0,0.9666666666666667,1.0,0.28513657606524984,nan
128,0.05,0.046875,6,mixture,0.45,0.1,0.0009355130614325802,0.004650722248404904,0.011276041666666625,0.040000000000000036,0.9887239583333334,1.0,0.96,1.0,0.31656577836690986,nan
128,0.05,0.046875,6,mixture,0.45,0.15,0.0009355130614325802,0.004650722248404904,0.01968749999999997,0.07833333333333337,0.9803125,1.0,0.9216666666666666,1.0,0.3587314565487417,nan
128,0.05,0.046875,6,mixture,0.45,0.2,0.0009355130614325802,0.004650722248404904,0.02604166666666663,0.09333333333333338,0.9739583333333334,1.0,0.9066666666666666,1.0,0.3212485814549475,nan
