N,nominal_load,actual_load,P,generator,corr,condition,mean_pair_overlap_abs_mean,mean_pair_overlap_abs_sem,n_realizations,mean_q2_mean,mean_q2_sem,mean_cost_int_mean,mean_cost_int_sem,mean_cost_cum_mean,mean_cost_cum_sem
128,0.15,0.1484375,19,latent,0.15,uncorrelated,0.0702997076023392,0.0005965977670230853,50,0.0001142340387750951,4.588529040354663e-06,1.00011422342742,4.587552187723668e-06,1.0020527910332053,8.227944471034914e-05
128,0.15,0.1484375,19,latent,0.25,correlated,0.08693347953216374,0.001063437043704979,50,0.00024354937827200215,1.2660745272310657e-05,1.0002434951400172,1.2654157156720681e-05,1.0043665249352165,0.00022579851895643946
128,0.15,0.1484375,19,latent,0.25,uncorrelated,0.07059576023391813,0.00042701400205838826,50,0.00012496075704870709,5.406194505370253e-06,1.0001249469933013,5.404737314275924e-06,1.002244860916523,9.684409854048042e-05
128,0.15,0.1484375,19,latent,0.35,correlated,0.12792397660818713,0.0020380069978300904,50,0.0008166343443432501,4.111265862870934e-05,1.0008160704061497,4.105426367099894e-05,1.0145225089686551,0.0007219985837052711
128,0.15,0.1484375,19,latent,0.35,uncorrelated,0.06999634502923978,0.000502841236407793,50,0.00012129449834557566,4.846507821610557e-06,1.0001212812614702,4.845088467060311e-06,1.0021790392690824,8.678223816066533e-05
128,0.15,0.1484375,19,latent,0.45,correlated,0.20461622807017543,0.0024532940781737313,50,0.0031377260013291954,0.0001308035124849485,1.0031305859153532,0.0001301765455576468,1.0543735761680697,0.002178520598168864
128,0.15,0.1484375,19,latent,0.45,uncorrelated,0.07068347953216374,0.0005224594357303711,50,0.00012585579036289652,4.676375902834253e-06,1.0001258417439904,4.67501975109744e-06,1.0022608840890954,8.374126703868291e-05
128,0.15,0.1484375,19,mixture,0.15,correlated,0.07125,0.0005461191205788146,50,0.0001254775947051894,4.160622789195248e-06,1.0001254645846185,4.159590886645986e-06,1.0022544040979557,7.45599853537103e-05
128,0.15,0.1484375,19,mixture,0.15,uncorrelated,0.0702704678362573,0.0004776139246760127,50,0.00012106310259769641,3.829535699702313e-06,1.0001210507787273,3.828491539640009e-06,1.0021751644081498,6.859650428563837e-05
128,0.15,0.1484375,19,mixture,0.25,correlated,0.07609283625730993,0.0008201050259641209,50,0.00016496876743753484,7.3905003657442076e-06,1.0001649442201848,7.387950803634865e-06,1.0029615493192823,0.00013221430682408759
128,0.15,0.1484375,19,mixture,0.25,uncorrelated,0.07097222222222223,0.0005601689094148773,50,0.00012840840922909914,4.592497172764479e-06,1.0001283947017132,4.591387627187518e-06,1.0023069344773063,8.230856896151227e-05
128,0.15,0.1484375,19,mixture,0.35,correlated,0.09022295321637427,0.0011391511680238482,50,0.0003442228444215661,1.9044786433300866e-05,1.0003441093346404,1.9031250555733175e-05,1.006159880735653,0.00033853922607193597
128,0.15,0.1484375,19,mixture,0.35,uncorrelated,0.07148391812865496,0.0006369526934422016,50,0.0001352159735569471,5.122969241074785e-06,1.0001352000024653,5.1215137839310685e-06,1.0024287462056292,9.174732900087471e-05
128,0.15,0.1484375,19,mixture,0.45,correlated,0.11612938596491228,0.0013604414238853784,50,0.0011485957634744218,5.2319295021157154e-05,1.0011474902285895,5.221675216103483e-05,1.0203317524220663,0.0009105652765877794
128,0.15,0.1484375,19,mixture,0.45,uncorrelated,0.07089181286549708,0.0005518351283355414,50,0.00012481812107264568,4.403218899878287e-06,1.0001248047547104,4.4020216468211115e-06,1.0022424209423615,7.887389778339804e-05
128,0.2,0.203125,26,block,0.15,correlated,0.07294230769230771,0.00045577908367891174,50,0.00014643253373045208,4.510570465636367e-06,1.00014641408847,4.509089982837228e-06,1.0036494017683197,0.00011185611408786709
128,0.2,0.203125,26,block,0.15,uncorrelated,0.0709701923076923,0.0004586836297179519,50,0.00012857170269629,4.474098486863196e-06,1.000128558592956,4.47280308984433e-06,1.003206163809456,0.00011105553266856799
128,0.2,0.203125,26,block,0.25,correlated,0.08713846153846154,0.0007427016792262992,50,0.0002562146032945912,8.08782943905553e-06,1.0002561626518551,8.084150477462987e-06,1.0063733317636423,0.00019994790915951274
128,0.2,0.203125,26,block,0.25,uncorrelated,0.07044423076923077,0.0004251269549046485,50,0.00013060327611039838,3.546633368556964e-06,1.0001305899568274,3.545634021419839e-06,1.0032568206928563,8.805072781486998e-05
128,0.2,0.203125,26,block,0.35,correlated,0.12816442307692308,0.001619018820937301,50,0.000787665719922786,2.9848217605560642e-05,1.0007871858880957,2.9810835848406355e-05,1.0194029774333082,0.0007241519657219166
128,0.2,0.203125,26,block,0.35,uncorrelated,0.07014423076923078,0.000391416034284109,50,0.00012037584892477475,3.505633496749028e-06,1.0001203646514245,3.5048457424362508e-06,1.0030024449914077,8.715420749371188e-05
128,0.2,0.203125,26,block,0.45,correlated,0.2042951923076923,0.0021542147631500104,50,0.0031515691732104615,0.00010148062381735827,1.003144618785766,0.00010104686669940985,1.0749351327124665,0.0023090168479619685
128,0.2,0.203125,26,block,0.45,uncorrelated,0.07091153846153846,0.00042149062181985933,50,0.0001305052011546331,3.746739922232076e-06,1.0001304917074145,3.7458134476407495e-06,1.003254258052653,9.309692305124544e-05
128,0.2,0.203125,26,latent,0.15,correlated,0.07263173076923077,0.00042433008443794237,50,0.00013675325992478906,3.6491497954952375e-06,1.0001367393587228,3.648329189348998e-06,1.0034102016810804,9.072120173457706e-05
128,0.2,0.203125,26,latent,0.15,uncorrelated,0.06957596153846154,0.00043733918931153213,50,0.00011837718326878962,3.768245282590657e-06,1.0001183665350108,3.7674745654621436e-06,1.002952815529943,9.372911059691362e-05
128,0.2,0.203125,26,latent,0.25,correlated,0.08776634615384614,0.0008449513026977855,50,0.0002686842850849163,8.549771024208369e-06,1.0002686275791515,8.546016181230773e-06,1.0066821690415722,0.00021144795879197178
