N,load,actual_load,P,generator,corr,lambda_interference,randers_alpha,randers_mode,rep,cost_uncorr_int,cost_corr_int,deltaF_int,cost_uncorr_cum,cost_corr_cum,deltaF_cum,randers_uncorr_asym,randers_corr_asym,delta_randers_asym,mean_pair_overlap_uncorr,mean_pair_overlap_corr
64,0.1,0.09375,6,latent,0.15,0.5,0.15,random-fixed,75,1.0000243584051476,1.000105712818589,8.13544134414812e-05,1.0001461415322102,1.0006341093897781,0.00048796785756799466,-0.007448763124553612,-0.0008190943876943,0.006629668736859312,0.1,0.12083333333333333
64,0.1,0.09375,6,latent,0.15,0.5,0.15,random-fixed,76,1.0000191505131726,1.0001536858576667,0.00013453534449414661,1.000114897578537,1.0009217611821921,0.0008068636036551169,0.0028140650707051225,-0.00788241506033977,-0.010696480131044891,0.07708333333333334,0.10833333333333334
64,0.1,0.09375,6,latent,0.15,0.5,0.15,random-fixed,77,1.0000656925228957,1.0000474040267604,-1.8288496135276944e-05,1.0003940904302662,1.0002843904630223,-0.00010969996724385922,-0.009586415207954198,0.005655894098310306,0.015242309306264504,0.09583333333333334,0.08333333333333333
64,0.1,0.09375,6,latent,0.15,0.5,0.15,random-fixed,78,1.0000565893222302,1.000440205098586,0.0003836157763559278,1.0003394879144158,1.002638331536458,0.002298843622042135,-0.010023001022614664,-0.005656853480099567,0.004366147542515097,0.09166666666666666,0.06458333333333334
64,0.1,0.09375,6,latent,0.15,0.5,0.15,random-fixed,79,1.0000532678635168,1.0000407610372872,-1.2506826229552459e-05,1.0003195646327219,1.0002445413078866,-7.502332483522167e-05,0.0010201305214468043,-0.0025204206493733665,-0.003540551170820171,0.11041666666666666,0.10416666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,0,1.0001394171941629,1.0003662976302057,0.00022688043604279784,1.0008362118513119,1.0021957775835004,0.001359565732188539,0.0004863316239347136,0.004772650253710418,0.004286318629775705,0.1125,0.08125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,1,1.0001262143989078,1.000044943665434,-8.127073347385938e-05,1.0007570476231211,1.0002696317017783,-0.0004874159213428264,0.001830728229848945,-0.0038450874941589985,-0.005675815724007944,0.08541666666666667,0.11666666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,2,1.0000736475042813,1.0000579015004105,-1.5746003870775738e-05,1.0004418037023,1.0003473587311722,-9.444497112776062e-05,-0.002652088827473456,-0.007014742279599748,-0.004362653452126292,0.11666666666666667,0.09583333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,3,1.000397697698735,1.0002298639556402,-0.00016783374309481403,1.00238381938536,1.001378392263541,-0.001005427121818947,0.002725846968884997,0.002801513586331613,7.566661744661581e-05,0.07916666666666666,0.10625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,4,1.0010127927177537,1.0003269436722089,-0.0006858490455448063,1.0060614628876223,1.0019600617886424,-0.00410140109897994,0.019973104655976046,0.004709870140916261,-0.015263234515059785,0.11041666666666666,0.10625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,5,1.0015056613395334,1.0002652040309414,-0.0012404573085920134,1.009000266685209,1.001590170863497,-0.007410095821711815,0.016987180564381393,-0.0021642620792987274,-0.01915144264368012,0.14166666666666666,0.11666666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,6,1.0001446654618775,1.0000486342051538,-9.603125672374979e-05,1.0008676791220257,1.000291769761985,-0.000575909360040594,-3.1225022567582525e-18,-0.005814409754344785,-0.0058144097543447815,0.07916666666666666,0.07291666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,7,1.000408437443756,1.0014061569741564,0.0009977195304002873,1.0024481284594986,1.0084075303935887,0.005959401934090058,0.0048119414242735305,0.008294994977844635,0.0034830535535711046,0.14375,0.11041666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,8,1.0001142415270523,1.0000738115238503,-4.043000320197443e-05,1.0006852535294963,1.0004427874571618,-0.0002424660723345795,0.002029292801354929,-0.0072048802213029355,-0.009234173022657863,0.13125,0.125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,9,1.0000579015004105,1.0001116993234844,5.37978230739089e-05,1.0003473587311722,1.0006700089151526,0.0003226501839803664,-0.00407750076865835,-0.005046677336083687,-0.0009691765674253372,0.125,0.10416666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,10,1.0001235082143818,1.0005370594767644,0.0004135512623826276,1.0007408206415187,1.0032180442548206,0.0024772236133019376,0.0007190957734435979,0.013400770205374921,0.012681674431931323,0.125,0.10833333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,11,1.0012933734061706,1.000159016053302,-0.001134357352868598,1.0077353411301302,1.0009537173897003,-0.0067816237404298985,0.017094086468945686,0.005702136949063849,-0.011391949519881837,0.12916666666666668,0.10208333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,12,1.0006980391560043,1.0000552771423283,-0.0006427620136759682,1.0041809565133344,1.0003316170357304,-0.003849339477604019,0.012518060983267264,-0.00592423714955208,-0.01844229813281934,0.08333333333333333,0.13333333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,13,1.0000788961171456,1.0000697110265562,-9.185090589447498e-06,1.0004732833780907,1.0004181932954046,-5.5090082686115593e-05,-0.0017181652329974681,0.00024413783108023326,0.0019623030640777014,0.0875,0.08333333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,14,1.0000880811233768,1.000148683648232,6.060252485529105e-05,1.0005283704274623,1.0008917705824902,0.00036340015502789313,-0.009502364327447672,-0.0008481366309862969,0.008654227696461375,0.1,0.11041666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,15,1.0014176230017302,1.0000988241932725,-0.001318798808457755,1.0084758469842579,1.0005927987531205,-0.00788304823113739,0.0074251675839924446,-0.009997475190807757,-0.017422642774800202,0.11041666666666666,0.11458333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,16,1.0000397768869458,1.0000435494579956,3.772571049776019e-06,1.000238637594328,1.000261268307077,2.263071274910544e-05,-0.001348849754388662,-0.0010984369379093662,0.00025041281647929584,0.08958333333333333,0.08958333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,17,1.0003950742320475,1.0001143235335115,-0.0002807506985360586,1.0023681096715265,1.0006857452873827,-0.0016823643841437086,0.002233312501434595,-0.00610344577700592,-0.008336758278440515,0.07083333333333333,0.09166666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,18,1.0003139893223423,1.0002467551914878,-6.723413085452101e-05,1.0018824598743503,1.0014796191768485,-0.0004028406975018495,0.009480343349108083,0.005378528742004775,-0.004101814607103308,0.08958333333333333,0.11041666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,19,1.0000501104172281,1.000061920035377,1.1809618148950207e-05,1.0003006248488828,1.0003714627222602,7.08378733773607e-05,-0.0021016439103091903,0.0008653827865979017,0.002967026696907092,0.07708333333333334,0.08541666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,20,1.0001380231184218,1.0002652040309414,0.00012718091251961994,1.0008278531912245,1.001590170863497,0.0007623176722726388,0.0018556626875568466,0.0037094183824168633,0.0018537556948600166,0.06875,0.0625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,21,1.0000881631319811,1.0001286745603046,4.0511428323508625e-05,1.0005288622624564,1.0007717991962575,0.0002429369338010634,-0.0074699278743702744,-0.0018222357403119853,0.005647692134058289,0.09375,0.10625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,22,1.0007322153172373,1.0000788141077817,-0.0006534012094556729,1.0043852849591526,1.0004727915157738,-0.0039124934433787395,0.018991983905788132,-0.002332976628442509,-0.021324960534230643,0.13125,0.07708333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,23,1.0014230283691954,1.000044943665434,-0.0013780847037614397,1.0085080517719167,1.0002696317017783,-0.00823842007013842,0.01266430881337303,-0.00391667771633727,-0.0165809865297103,0.08958333333333333,0.09583333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,24,1.0000788961171456,1.0001523738051534,7.347768800780585e-05,1.0004732833780907,1.0009138948823244,0.00044061150423369,-0.00897339585882761,-0.001229752783543653,0.007743643075283958,0.09583333333333334,0.09166666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,25,1.0000592956878405,1.000099972300787,4.067661294659963e-05,1.0003557214061212,1.000599683977671,0.00024396257154979395,-0.0010770853010658124,-0.002967255065482353,-0.0018901697644165404,0.11875,0.12291666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,26,1.0000777479854355,1.000241589455463,0.00016384147002757032,1.0004663972836496,1.0014486625176307,0.000982265233981039,-0.008842246783783416,-0.0007348704390652674,0.00810737634471815,0.08333333333333333,0.07916666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,27,1.0000763538237294,1.0001382691319292,6.191530819976698e-05,1.000458035533823,1.0008293282539595,0.0003712927201364735,-0.004524864173482576,-0.0021928533063340816,0.0023320108671484947,0.09791666666666667,0.1
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,28,1.000111781330152,1.0000854568444901,-2.6324485661977093e-05,1.0006705006805305,1.0005126315799917,-0.00015786910053883219,-0.005905963936799734,-0.008449473541775205,-0.002543509604975471,0.11458333333333333,0.1125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,29,1.000064544376027,1.0000738115238503,9.267147823344146e-06,1.000387203790706,1.0004427874571618,5.5583666455749636e-05,-0.007454917957246152,-0.005775107111183001,0.0016798108460631513,0.09791666666666667,0.11666666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,30,1.0001090751065715,1.0000854568444901,-2.3618262081415153e-05,1.0006542722954508,1.0005126315799917,-0.0001416407154590793,-0.005267918493196838,-0.007033202159621643,-0.0017652836664248045,0.175,0.1
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,31,1.0006337815342965,1.0000802902753076,-0.0005534912589888474,1.003796686827449,1.0004816450004799,-0.0033150418269691784,0.004142056245297704,-0.0015973264415749917,-0.005739382686872695,0.09583333333333334,0.08958333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,32,1.000040843049772,1.000082914567752,4.2071517979858086e-05,1.0002450332824437,1.000497384335401,0.0002523510529572892,-0.004873242468749938,-0.003993109489368791,0.000880132979381147,0.15416666666666667,0.10625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,33,1.0000815204132483,1.000750573252918,0.0006690528396697815,1.000489022844554,1.0044950269644297,0.004006004119875728,-0.0012347824682712482,0.009590769322614032,0.01082555179088528,0.075,0.11458333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,34,1.0000486342051538,1.0000763538237294,2.7719618575616778e-05,1.000291769761985,1.000458035533823,0.0001662657718379812,-0.005782777232645632,-0.00441387932631003,0.001368897906335602,0.08541666666666667,0.13125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,35,1.0001194079208444,1.00139952299825,0.0012801150774055525,1.0007162338043918,1.0083680022525214,0.007651768448129648,-0.0004809471287330521,0.013245482952195015,0.013726430080928068,0.11666666666666667,0.0875
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,36,1.0003740862508683,1.0000855388533096,-0.00028854739755868053,1.0022424230961111,1.0005131234227227,-0.001729299673388418,0.004142056245297705,-0.009317255475193836,-0.01345931172049154,0.10416666666666667,0.10625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,37,1.0001368750545878,1.0000881631319811,-4.8711922606692326e-05,1.0008209695363817,1.0005288622624564,-0.00029210727392525726,0.0006118782376551812,-0.008969602325767278,-0.00958148056342246,0.08541666666666667,0.08958333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,38,1.0000542109948902,1.0000475680506336,-6.642944256673999e-06,1.0003252219011973,1.0002853743726958,-3.984752850150208e-05,-0.0023440861037885485,-0.0034885068598564718,-0.0011444207560679233,0.08541666666666667,0.058333333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,39,1.000074877650393,1.0001682003237549,9.332267336192857e-05,1.0004491818401848,1.0010087780000512,0.0005595961598663379,-0.0023005726015706105,0.0008689599955916009,0.0031695325971622113,0.09375,0.06875
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,40,1.0000356762500975,1.0001091571134544,7.348086335690063e-05,1.0002140384127505,1.0006547640685626,0.000440725655812102,-0.005525470962100678,-0.0035137088998003626,0.0020117620623003154,0.08125,0.09791666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,41,1.000044943665434,1.0000752056891005,3.0262023666516313e-05,1.0002696317017783,1.0004511493344312,0.00018151763265294996,-0.0024628450194971916,-0.008411094357204902,-0.00594824933770771,0.07916666666666666,0.13958333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,42,1.0000542109948902,1.0004201608505952,0.0003659498557049279,1.0003252219011973,1.0025183237317852,0.0021931018305878514,-0.002347289502760159,2.6020852139652105e-19,0.0023472895027601593,0.06875,0.08333333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,43,1.0001630341820025,1.0000788961171456,-8.413806485685349e-05,1.0009778067794022,1.0004732833780907,-0.000504523401311463,-0.003924587541391115,-0.00921322053028595,-0.005288632988894835,0.09583333333333334,0.0625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,44,1.0001641822158092,1.0004149960099666,0.0002508137941574784,1.0009846893556933,1.0024873991476075,0.0015027097919142474,-0.0041393049622008475,0.00946571772701763,0.013605022689218479,0.09583333333333334,0.14791666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,45,1.0000342820297388,1.0001405652550788,0.00010628322534000922,1.0002056745531962,1.00084309540132,0.0006374208481239041,-0.002652088827473458,-0.0011855933207176325,0.0014664955067558256,0.10833333333333334,0.125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,46,1.0009432293109923,1.0002194502846053,-0.0007237790263869837,1.0056461056560169,1.0013159802808673,-0.0043301253751495405,0.010547329017488625,0.002824162720642929,-0.007723166296845696,0.09166666666666666,0.13333333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,47,1.0009601904459346,1.0002467551914878,-0.0007134352544468925,1.0057473923134852,1.0014796191768485,-0.004267773136636732,0.012294129934151424,-0.00035765415712855523,-0.01265178409127998,0.10208333333333333,0.11458333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,48,1.0000607718841772,1.000180008547558,0.0001192366633808728,1.000364575926928,1.0010795657634637,0.0007149898365357288,-0.00775664455836116,0.002337718455750364,0.010094363014111525,0.08958333333333333,0.08541666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,49,1.0003950742320475,1.0000552771423283,-0.0003397970897192071,1.0023681096715265,1.0003316170357304,-0.0020364926357960833,0.005099731906855159,-0.00595805799797499,-0.01105778990483015,0.1,0.10416666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,50,1.000074877650393,1.0002430653827639,0.000168187732370928,1.0004491818401848,1.001457507375052,0.0010083255348671827,-0.0008560553841723809,0.008742397554608844,0.009598452938781225,0.09375,0.10416666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,51,1.0001696763593542,1.0019025157973607,0.001732839438006506,1.0010176267442332,1.0113614126347166,0.010343785890483348,0.0031034285556842916,0.028719765900866313,0.02561633734518202,0.06875,0.09791666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,52,1.0000843087203117,1.0001512257577925,6.69170374807404e-05,1.000505745756369,1.0009070118192263,0.00040126606285717514,-0.0038803873984119388,0.004850484248014925,0.008730871646426865,0.09166666666666666,0.1
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,53,1.000076271814157,1.0000751236794336,-1.1481347232944472e-06,1.00045754366401,1.0004506574612324,-6.8862027775562495e-06,-0.0007136064124541664,-0.006368877138565665,-0.005655270726111499,0.12916666666666668,0.09583333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,54,1.000438606492318,1.000267909832115,-0.0001706966602030846,1.0026287608889706,1.0016063840848135,-0.0010223768041570658,0.003993109489368783,-0.002529481674782685,-0.006522591164151468,0.11041666666666666,0.11041666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,55,1.000991899622956,1.0000723353467613,-0.0009195642761947731,1.005936726968774,1.0004339336285801,-0.005502793340193879,0.0038803873984119396,-0.008089012822145794,-0.011969400220557733,0.09583333333333334,0.09583333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,56,1.0001773845098718,1.0001050567610794,-7.232774879240012e-05,1.0010638355819532,1.000630175116909,-0.0004336604650441167,0.00036836473080671065,0.001076394861699307,0.0007080301308925964,0.08541666666666667,0.10625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,57,1.0003832685468153,1.0000659385541961,-0.00031732999261913086,1.0022974129121855,1.0003955661325756,-0.001901846779609917,0.011060284171135,-0.007333933110610722,-0.01839421728174572,0.08333333333333333,0.09583333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,58,1.0016338968295266,1.0007322972730557,-0.0009015995564709556,1.0097637246739564,1.0043857749054645,-0.005377949768491819,0.022750425604496992,0.009726632478694323,-0.01302379312580267,0.0875,0.10416666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,59,1.000064462365486,1.0003700689698887,0.00030560660440270837,1.0003867118860663,1.0022183641028148,0.001831652216748525,-0.005049944851697035,0.005020771194248876,0.01007071604594591,0.11666666666666667,0.08958333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,60,1.000071187207519,1.000074877650393,3.6904428739603645e-06,1.0004270472632888,1.0004491818401848,2.2134576896037927e-05,-0.0034111051431863475,-0.0023314024200119495,0.001079702723174398,0.1,0.09791666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,61,1.0001408932722413,1.0002192042910654,7.8311018824051e-05,1.0008450621211982,1.0013145059350321,0.0004694438138339585,-0.0002407856651654455,0.004068534072907306,0.004309319738072751,0.10833333333333334,0.08125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,62,1.0007046777822604,1.0000789781265031,-0.0006256996557572059,1.0042206494649422,1.0004737752401658,-0.0037468742247763753,0.012018812189098591,-0.007022687353121177,-0.01904149954221977,0.10625,0.08125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,63,1.0001497496949634,1.0000526527773592,-9.709691760417805e-05,1.0008981620971196,1.000315875092566,-0.0005822870045535389,-0.00024268413606626325,-0.006667825328664745,-0.006425141192598482,0.10416666666666667,0.07916666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,64,1.0000697110265562,1.0000487162169929,-2.0994809563301686e-05,1.0004181932954046,1.0002922617133136,-0.00012593158209095456,-0.008579256023487962,-0.005154495698992403,0.0034247603244955587,0.0875,0.0875
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,65,1.0014780631771354,1.0001302326593924,-0.0013478305177430094,1.0088358965412376,1.0007811417467798,-0.00805475479445783,0.02422308769204093,0.000977203881242631,-0.0232458838107983,0.10625,0.075
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,66,1.000082832558717,1.0000552771423283,-2.7555416388658216e-05,1.0004968924849327,1.0003316170357304,-0.00016527544920230675,-0.008920662419683438,-0.00603928162137967,0.002881380798303769,0.11666666666666667,0.1125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,67,1.0002574145624548,1.0002560206511688,-1.3939112859517877e-06,1.0015434949731352,1.001535142215925,-8.35275721011719e-06,0.005675997349309341,-0.0017021606837715043,-0.0073781580330808455,0.11041666666666666,0.1
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,68,1.0014622573588339,1.000099890293151,-0.0013623670656828235,1.0087417496492903,1.0005991921774884,-0.008142557471801926,0.018164825015460028,0.0007418836764833724,-0.017422941338976657,0.0625,0.07916666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,69,1.0000763538237294,1.0000803722845506,4.018460821209047e-06,1.000458035533823,1.000482136858444,2.4101324620939835e-05,-0.00598437379369299,-0.006673024957731986,-0.0006886511640389961,0.09375,0.11666666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,70,1.0000592956878405,1.000225764098094,0.00016646841025358405,1.0003557214061212,1.0013538210810904,0.0009980996749692217,-0.0010897449165334437,0.0015587933374784143,0.002648538254011858,0.10208333333333333,0.12708333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,71,1.000159016053302,1.0001841085926608,2.5092539358784194e-05,1.0009537173897003,1.0011041436772596,0.0001504262875593465,0.002717893961284971,0.002038422056702547,-0.0006794719045824242,0.12291666666666666,0.12291666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,72,1.0000501104172281,1.0001301506542377,8.004023700958207e-05,1.0003006248488828,1.0007806500357685,0.00048002518688572415,-0.0035323432175485545,-0.001084063574906866,0.0024482796426416884,0.10208333333333333,0.09375
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,73,1.00020354257781,1.0013000080853565,0.0010964655075464957,1.0012206347809711,1.0077748940861817,0.006554259305210586,-0.001229752783543656,0.01698366267354089,0.018213415457084547,0.07916666666666666,0.11458333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,74,1.000113175442472,1.0002729934387689,0.00015981799629694038,1.000678860654982,1.0016368445787807,0.0009579839237987553,-0.005801503428802344,0.004494848159436228,0.010296351588238571,0.10833333333333334,0.09791666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,75,1.0000869330022113,1.0004792676835772,0.0003923346813659023,1.0005214847121582,1.0028721705122772,0.00235068580011899,-0.001982434159189088,0.010685513437644472,0.01266794759683356,0.06666666666666667,0.12708333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,76,1.000401796851661,1.000127690496472,-0.0002741063551889855,1.0024083653203402,1.000765898593096,-0.0016424667272441074,0.002422053112603093,0.005548001008509962,0.003125947895906869,0.1,0.08125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,77,1.0001708243855367,1.0000737295140691,-9.709487146758455e-05,1.0010245090467411,1.0004422955798518,-0.0005822134668893586,-0.0044166960970666086,-0.0006131135247221237,0.003803582572344485,0.11458333333333333,0.08541666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,78,1.0000829965767797,1.0001143235335115,3.132695673180308e-05,1.0004978761856276,1.0006857452873827,0.00018786910175516702,-0.006434066934928734,-0.00024332700907618888,0.006190739925852545,0.075,0.09583333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,mean,79,1.0000840626935308,1.0000804542937871,-3.608399743670887e-06,1.00050427021657,1.0004826287161666,-2.1641500403513092e-05,-0.0013452298894137363,-0.004637706994690904,-0.0032924771052771683,0.08958333333333333,0.13541666666666666
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,0,1.0003113656361171,1.0004884490141883,0.00017708337807120778,1.0018667422989775,1.0029271257997272,0.001060383500749662,-0.0005976393395318901,-0.011372145637747588,-0.010774506298215698,0.08958333333333333,0.09791666666666667
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,1,1.0000870970196012,1.000068562884301,-1.853413530028547e-05,1.0005224683886744,1.000411306821764,-0.00011116156691048928,0.004187479216090012,0.00040289432312260175,-0.0037845848929674106,0.0875,0.1125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,2,1.0001301506542377,1.0000659385541961,-6.421210004159406e-05,1.0007806500357685,1.0003955661325756,-0.00038508390319291763,-0.002065018305506656,0.0048905279730624375,0.006955546278569093,0.08125,0.1125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,3,1.000094723798533,1.0000788961171456,-1.5827681387303727e-05,1.0005682082786702,1.0004732833780907,-9.49249005794961e-05,-0.0029207690843721917,0.0015264093909199152,0.004447178475292107,0.12291666666666666,0.15
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,4,1.00065738685441,1.0006300931527266,-2.7293701683417382e-05,1.0039378642116163,1.0037746260675307,-0.0001632381440856978,0.004003047789924662,-0.009441749346111012,-0.013444797136035674,0.12916666666666668,0.10625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,5,1.0004213085893359,1.0002246981323792,-0.00019661045695662516,1.0025251957320576,1.001347432474893,-0.0011777632571645658,-0.0057290986454737805,-0.010616960680967173,-0.004887862035493393,0.07083333333333333,0.13333333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,6,1.0000527347888688,1.0002482311111662,0.0001954963222974282,1.0003163670320396,1.0014884637608694,0.0011720967288297857,0.00019914496011197297,0.009321193725980491,0.009122048765868519,0.11041666666666666,0.08958333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,7,1.000099890293151,1.000170660381877,7.077008872591328e-05,1.0005991921774884,1.0010235258635656,0.000424333686077194,0.0030924352744098682,0.0008077716433440447,-0.0022846636310658234,0.1,0.08125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,8,1.0000840626935308,1.0002338817997312,0.0001498191062003773,1.00050427021657,1.001402471437412,0.0008982012208418322,-0.0076611460987944455,0.0029178205063799196,0.010578966605174364,0.11041666666666666,0.1125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,9,1.0006665665507395,1.0000579015004105,-0.0006086650503289714,1.0039927611664727,1.0003473587311722,-0.0036454024353005376,-0.010080605479099534,-0.0004735975808967778,0.009607007898202756,0.12083333333333333,0.1
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,10,1.0000803722845506,1.0000788961171456,-1.476167404979023e-06,1.000482136858444,1.0004732833780907,-8.853480353288035e-06,-0.003962062151122746,0.004347404597239137,0.008309466748361883,0.07083333333333333,0.07083333333333333
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,11,1.0000856208621223,1.0005433712860168,0.0004577504238945096,1.000513615265212,1.003255813313002,0.0027421980477899677,-0.0014065792655048614,-0.018173557046108648,-0.016766977780603785,0.075,0.13958333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,12,1.0002468371870825,1.0000840626935308,-0.00016277449355173168,1.0014801105446764,1.00050427021657,-0.000975840328106381,-0.005651552889102814,0.003386742397546385,0.0090382952866492,0.08333333333333333,0.15625
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,13,1.0000803722845506,1.0000593776988052,-2.0994585745448546e-05,1.000482136858444,1.000356213326,-0.00012592353244400556,-0.006304115775392156,0.0016241418915419993,0.007928257666934155,0.10833333333333334,0.1125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,14,1.000375561982687,1.000076271814157,-0.0002992901685301419,1.0022512609486034,1.00045754366401,-0.0017937172845934324,0.000376276842163752,-0.0062086606172587705,-0.0065849374594225225,0.0875,0.125
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,15,1.000076271814157,1.0000723353467613,-3.936467395604382e-06,1.00045754366401,1.0004339336285801,-2.3610035429832976e-05,-0.005217373270444661,-0.0009955114882939733,0.004221861782150688,0.11666666666666667,0.10833333333333334
64,0.1,0.09375,6,latent,0.15,1.0,0.15,pc1,16,1.0000527347888688,1.0002272400487464,0.0001745052598776109,1.0003163670320396,1.0013626667762292,0.0010462997441895716,0.00044656451385556014,-0.011673684893787471,-0.012120249407643032,0.13125,0.13125
