N,nominal_load,actual_load,P,generator,corr,condition,rep,cue_noise,cue_id,target_index,cost_int,cost_cum,initial_overlap,final_overlap,retrieval_error,success,iterations
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,8,0,1.0000572031658086,1.0002859831163766,0.953125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,9,2,1.000193562122764,1.0009674363130485,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,10,2,1.000193562122764,1.0009674363130485,0.96875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,11,4,1.0000372236004005,1.000186104148616,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,0,2,1.000193562122764,1.0009674363130485,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,1,5,1.0001432197180162,1.0007158936179636,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,2,2,1.000193562122764,1.0009674363130485,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,3,4,1.0000372236004005,1.000186104148616,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,4,5,1.0001432197180162,1.0007158936179636,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,5,0,1.0000572031658086,1.0002859831163766,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,6,5,1.0001432197180162,1.0007158936179636,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,7,2,1.000193562122764,1.0009674363130485,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,8,5,1.0001432197180162,1.0007158936179636,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,9,0,1.0000572031658086,1.0002859831163766,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,10,2,1.000193562122764,1.0009674363130485,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.1,11,3,1.0000575664269393,1.0002877990052972,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,0,0,1.0000572031658086,1.0002859831163766,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,1,4,1.0000372236004005,1.000186104148616,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,2,0,1.0000572031658086,1.0002859831163766,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,3,3,1.0000575664269393,1.0002877990052972,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,4,1,1.0000930200784313,1.0004650139050282,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,5,0,1.0000572031658086,1.0002859831163766,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,6,4,1.0000372236004005,1.000186104148616,0.65625,1.0,0.0,1,3
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,7,0,1.0000572031658086,1.0002859831163766,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,8,4,1.0000372236004005,1.000186104148616,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,9,0,1.0000572031658086,1.0002859831163766,0.703125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,10,3,1.0000575664269393,1.0002877990052972,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.15,11,0,1.0000572031658086,1.0002859831163766,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,0,3,1.0000575664269393,1.0002877990052972,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,1,2,1.000193562122764,1.0009674363130485,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,2,0,1.0000572031658086,1.0002859831163766,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,3,2,1.000193562122764,1.0009674363130485,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,4,0,1.0000572031658086,1.0002859831163766,0.421875,1.0,0.0,1,3
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,5,1,1.0000930200784313,1.0004650139050282,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,6,5,1.0001432197180162,1.0007158936179636,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,7,4,1.0000372236004005,1.000186104148616,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,8,0,1.0000572031658086,1.0002859831163766,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,9,0,1.0000572031658086,1.0002859831163766,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,10,0,1.0000572031658086,1.0002859831163766,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.2,11,1,1.0000930200784313,1.0004650139050282,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,0,5,1.0000360611406707,1.0001802927016388,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,1,4,1.0000287230824392,1.0001436071632261,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,2,0,1.0000290863539156,1.0001454233106482,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,3,0,1.0000290863539156,1.0001454233106482,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,4,1,1.0000572031658086,1.0002859831163766,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,5,5,1.0000360611406707,1.0001802927016388,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,6,2,1.0000575664269393,1.0002877990052972,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,7,0,1.0000290863539156,1.0001454233106482,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,8,3,1.0000197865625695,1.000098928898154,0.96875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,9,0,1.0000290863539156,1.0001454233106482,0.96875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,10,2,1.0000575664269393,1.0002877990052972,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.05,11,4,1.0000287230824392,1.0001436071632261,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,0,0,1.0000290863539156,1.0001454233106482,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,1,5,1.0000360611406707,1.0001802927016388,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,2,5,1.0000360611406707,1.0001802927016388,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,3,0,1.0000290863539156,1.0001454233106482,0.703125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,4,5,1.0000360611406707,1.0001802927016388,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,5,4,1.0000287230824392,1.0001436071632261,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,6,0,1.0000290863539156,1.0001454233106482,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,7,0,1.0000290863539156,1.0001454233106482,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,8,1,1.0000572031658086,1.0002859831163766,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,9,2,1.0000575664269393,1.0002877990052972,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,10,3,1.0000197865625695,1.000098928898154,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.1,11,2,1.0000575664269393,1.0002877990052972,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,0,3,1.0000197865625695,1.000098928898154,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,1,3,1.0000197865625695,1.000098928898154,0.546875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,2,5,1.0000360611406707,1.0001802927016388,0.546875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,3,1,1.0000572031658086,1.0002859831163766,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,4,2,1.0000575664269393,1.0002877990052972,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,5,1,1.0000572031658086,1.0002859831163766,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,6,4,1.0000287230824392,1.0001436071632261,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,7,2,1.0000575664269393,1.0002877990052972,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,8,5,1.0000360611406707,1.0001802927016388,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,9,0,1.0000290863539156,1.0001454233106482,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,10,3,1.0000197865625695,1.000098928898154,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.15,11,0,1.0000290863539156,1.0001454233106482,0.703125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,0,5,1.0000360611406707,1.0001802927016388,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,1,5,1.0000360611406707,1.0001802927016388,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,2,4,1.0000287230824392,1.0001436071632261,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,3,3,1.0000197865625695,1.000098928898154,0.40625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,4,5,1.0000360611406707,1.0001802927016388,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,5,3,1.0000197865625695,1.000098928898154,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,6,1,1.0000572031658086,1.0002859831163766,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,7,0,1.0000290863539156,1.0001454233106482,0.53125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,8,2,1.0000575664269393,1.0002877990052972,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,9,0,1.0000290863539156,1.0001454233106482,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,10,2,1.0000575664269393,1.0002877990052972,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,4,0.2,11,3,1.0000197865625695,1.000098928898154,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,0,2,1.0002671824193385,1.001335199184375,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,1,0,1.0002172069231623,1.0010855633390485,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,2,0,1.0002172069231623,1.0010855633390485,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,3,0,1.0002172069231623,1.0010855633390485,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,4,2,1.0002671824193385,1.001335199184375,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,5,2,1.0002671824193385,1.001335199184375,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,6,4,1.000126547324123,1.0006325765796138,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,7,4,1.000126547324123,1.0006325765796138,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,8,0,1.0002172069231623,1.0010855633390485,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,9,1,1.0000393668819847,1.0001968189154589,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,10,2,1.0002671824193385,1.001335199184375,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.05,11,0,1.0002172069231623,1.0010855633390485,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,0,5,1.0002578848416654,1.001288760018613,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,1,1,1.0000393668819847,1.0001968189154589,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,2,3,1.000126547324123,1.0006325765796138,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,3,0,1.0002172069231623,1.0010855633390485,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,4,2,1.0002671824193385,1.001335199184375,0.828125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,5,5,1.0002578848416654,1.001288760018613,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,6,0,1.0002172069231623,1.0010855633390485,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,7,1,1.0000393668819847,1.0001968189154589,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,8,1,1.0000393668819847,1.0001968189154589,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,9,4,1.000126547324123,1.0006325765796138,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,10,0,1.0002172069231623,1.0010855633390485,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.1,11,4,1.000126547324123,1.0006325765796138,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,0,3,1.000126547324123,1.0006325765796138,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,1,4,1.000126547324123,1.0006325765796138,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,2,3,1.000126547324123,1.0006325765796138,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,3,2,1.0002671824193385,1.001335199184375,0.828125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,4,4,1.000126547324123,1.0006325765796138,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,5,2,1.0002671824193385,1.001335199184375,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,6,1,1.0000393668819847,1.0001968189154589,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,7,2,1.0002671824193385,1.001335199184375,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,8,2,1.0002671824193385,1.001335199184375,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,9,1,1.0000393668819847,1.0001968189154589,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,10,1,1.0000393668819847,1.0001968189154589,0.59375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.15,11,1,1.0000393668819847,1.0001968189154589,0.703125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,0,1,1.0000393668819847,1.0001968189154589,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,1,1,1.0000393668819847,1.0001968189154589,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,2,1,1.0000393668819847,1.0001968189154589,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,3,3,1.000126547324123,1.0006325765796138,0.546875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,4,4,1.000126547324123,1.0006325765796138,0.59375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,5,4,1.000126547324123,1.0006325765796138,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,6,4,1.000126547324123,1.0006325765796138,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,7,3,1.000126547324123,1.0006325765796138,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,8,4,1.000126547324123,1.0006325765796138,0.5,1.0,0.0,1,3
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,9,4,1.000126547324123,1.0006325765796138,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,10,0,1.0002172069231623,1.0010855633390485,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,5,0.2,11,4,1.000126547324123,1.0006325765796138,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,0,3,1.0002605724315918,1.0013021840612741,0.96875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,1,2,1.0001267652657053,1.0006336657359756,0.984375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,2,4,1.0000437987378097,1.000218974509954,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,3,3,1.0002605724315918,1.0013021840612741,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,4,4,1.0000437987378097,1.000218974509954,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,5,5,1.0001861888986345,1.0009305981524765,0.953125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,6,0,1.000034499083281,1.0001724835165902,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,7,1,1.0000368240050206,1.000184106467526,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,8,0,1.000034499083281,1.0001724835165902,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,9,5,1.0001861888986345,1.0009305981524765,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,10,1,1.0000368240050206,1.000184106467526,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.05,11,2,1.0001267652657053,1.0006336657359756,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,0,5,1.0001861888986345,1.0009305981524765,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,1,2,1.0001267652657053,1.0006336657359756,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,2,4,1.0000437987378097,1.000218974509954,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,3,2,1.0001267652657053,1.0006336657359756,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,4,0,1.000034499083281,1.0001724835165902,0.828125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,5,2,1.0001267652657053,1.0006336657359756,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,6,0,1.000034499083281,1.0001724835165902,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,7,2,1.0001267652657053,1.0006336657359756,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,8,3,1.0002605724315918,1.0013021840612741,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,9,5,1.0001861888986345,1.0009305981524765,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,10,0,1.000034499083281,1.0001724835165902,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.1,11,2,1.0001267652657053,1.0006336657359756,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,0,2,1.0001267652657053,1.0006336657359756,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,1,2,1.0001267652657053,1.0006336657359756,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,2,0,1.000034499083281,1.0001724835165902,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,3,0,1.000034499083281,1.0001724835165902,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,4,3,1.0002605724315918,1.0013021840612741,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,5,5,1.0001861888986345,1.0009305981524765,0.59375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,6,2,1.0001267652657053,1.0006336657359756,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,7,1,1.0000368240050206,1.000184106467526,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,8,4,1.0000437987378097,1.000218974509954,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,9,5,1.0001861888986345,1.0009305981524765,0.703125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,10,3,1.0002605724315918,1.0013021840612741,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.15,11,4,1.0000437987378097,1.000218974509954,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,0,1,1.0000368240050206,1.000184106467526,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,1,5,1.0001861888986345,1.0009305981524765,0.5625,1.0,0.0,1,3
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,2,1,1.0000368240050206,1.000184106467526,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,3,4,1.0000437987378097,1.000218974509954,0.59375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,4,1,1.0000368240050206,1.000184106467526,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,5,3,1.0002605724315918,1.0013021840612741,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,6,3,1.0002605724315918,1.0013021840612741,0.4375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,7,3,1.0002605724315918,1.0013021840612741,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,8,4,1.0000437987378097,1.000218974509954,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,9,1,1.0000368240050206,1.000184106467526,0.546875,1.0,0.0,1,3
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,10,0,1.000034499083281,1.0001724835165902,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,5,0.2,11,1,1.0000368240050206,1.000184106467526,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,0,4,1.0000661030255305,1.0003304714459886,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,1,0,1.0000538974834536,1.0002694583757061,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,2,3,1.000379327642194,1.001895202039236,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,3,1,1.0003781655799961,1.00188940050586,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,4,3,1.000379327642194,1.001895202039236,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,5,5,1.000056803578412,1.0002839856347565,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,6,1,1.0003781655799961,1.00188940050586,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,7,3,1.000379327642194,1.001895202039236,0.953125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,8,5,1.000056803578412,1.0002839856347565,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,9,1,1.0003781655799961,1.00188940050586,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,10,5,1.000056803578412,1.0002839856347565,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.05,11,0,1.0000538974834536,1.0002694583757061,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.1,0,0,1.0000538974834536,1.0002694583757061,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.1,1,5,1.000056803578412,1.0002839856347565,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,6,0.1,2,1,1.0003781655799961,1.00188940050586,0.78125,1.0,0.0,1,2
