N,nominal_load,actual_load,P,generator,corr,condition,rep,cue_noise,cue_id,target_index,cost_int,cost_cum,initial_overlap,final_overlap,retrieval_error,success,iterations
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,1,3,1.0001803774521498,1.0009015621936177,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,2,3,1.0001803774521498,1.0009015621936177,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,3,0,1.0001681733046197,1.000840583938071,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,4,3,1.0001803774521498,1.0009015621936177,0.953125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,5,2,1.0002402337337768,1.001200592238639,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,6,0,1.0001681733046197,1.000840583938071,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,7,0,1.0001681733046197,1.000840583938071,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,8,1,1.000072278391854,1.0003613397364826,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,9,5,1.000048303226883,1.0002414928080308,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,10,4,1.0001699167633842,1.0008492953448955,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.05,11,4,1.0001699167633842,1.0008492953448955,0.9375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,0,5,1.000048303226883,1.0002414928080308,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,1,3,1.0001803774521498,1.0009015621936177,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,2,3,1.0001803774521498,1.0009015621936177,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,3,5,1.000048303226883,1.0002414928080308,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,4,5,1.000048303226883,1.0002414928080308,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,5,5,1.000048303226883,1.0002414928080308,0.828125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,6,0,1.0001681733046197,1.000840583938071,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,7,0,1.0001681733046197,1.000840583938071,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,8,3,1.0001803774521498,1.0009015621936177,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,9,3,1.0001803774521498,1.0009015621936177,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,10,4,1.0001699167633842,1.0008492953448955,0.828125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.1,11,3,1.0001803774521498,1.0009015621936177,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,0,1,1.000072278391854,1.0003613397364826,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,1,3,1.0001803774521498,1.0009015621936177,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,2,4,1.0001699167633842,1.0008492953448955,0.703125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,3,0,1.0001681733046197,1.000840583938071,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,4,5,1.000048303226883,1.0002414928080308,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,5,3,1.0001803774521498,1.0009015621936177,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,6,5,1.000048303226883,1.0002414928080308,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,7,3,1.0001803774521498,1.0009015621936177,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,8,5,1.000048303226883,1.0002414928080308,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,9,4,1.0001699167633842,1.0008492953448955,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,10,2,1.0002402337337768,1.001200592238639,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.15,11,4,1.0001699167633842,1.0008492953448955,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,0,5,1.000048303226883,1.0002414928080308,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,1,0,1.0001681733046197,1.000840583938071,0.546875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,2,4,1.0001699167633842,1.0008492953448955,0.515625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,3,4,1.0001699167633842,1.0008492953448955,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,4,2,1.0002402337337768,1.001200592238639,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,5,5,1.000048303226883,1.0002414928080308,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,6,1,1.000072278391854,1.0003613397364826,0.484375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,7,0,1.0001681733046197,1.000840583938071,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,8,1,1.000072278391854,1.0003613397364826,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,9,1,1.000072278391854,1.0003613397364826,0.578125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,10,5,1.000048303226883,1.0002414928080308,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,2,0.2,11,4,1.0001699167633842,1.0008492953448955,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,0,0,1.000177326429228,1.0008863179780174,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,1,1,1.0000478673094724,1.0002393136400505,0.953125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,2,1,1.0000478673094724,1.0002393136400505,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,3,0,1.000177326429228,1.0008863179780174,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,4,3,1.000172822521238,1.000863814187774,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,5,5,1.0001181928609986,1.0005908246919653,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,6,4,1.0000397301495945,1.0001986349662595,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,7,0,1.000177326429228,1.0008863179780174,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,8,4,1.0000397301495945,1.0001986349662595,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,9,3,1.000172822521238,1.000863814187774,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,10,3,1.000172822521238,1.000863814187774,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.05,11,3,1.000172822521238,1.000863814187774,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,0,5,1.0001181928609986,1.0005908246919653,0.828125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,1,0,1.000177326429228,1.0008863179780174,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,2,2,1.0002152456245732,1.0010757653140574,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,3,4,1.0000397301495945,1.0001986349662595,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,4,1,1.0000478673094724,1.0002393136400505,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,5,1,1.0000478673094724,1.0002393136400505,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,6,3,1.000172822521238,1.000863814187774,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,7,3,1.000172822521238,1.000863814187774,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,8,3,1.000172822521238,1.000863814187774,0.828125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,9,1,1.0000478673094724,1.0002393136400505,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,10,2,1.0002152456245732,1.0010757653140574,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.1,11,2,1.0002152456245732,1.0010757653140574,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,0,3,1.000172822521238,1.000863814187774,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,1,4,1.0000397301495945,1.0001986349662595,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,2,2,1.0002152456245732,1.0010757653140574,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,3,0,1.000177326429228,1.0008863179780174,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,4,0,1.000177326429228,1.0008863179780174,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,5,5,1.0001181928609986,1.0005908246919653,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,6,2,1.0002152456245732,1.0010757653140574,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,7,5,1.0001181928609986,1.0005908246919653,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,8,1,1.0000478673094724,1.0002393136400505,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,9,1,1.0000478673094724,1.0002393136400505,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,10,2,1.0002152456245732,1.0010757653140574,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.15,11,0,1.000177326429228,1.0008863179780174,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,0,4,1.0000397301495945,1.0001986349662595,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,1,2,1.0002152456245732,1.0010757653140574,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,2,4,1.0000397301495945,1.0001986349662595,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,3,4,1.0000397301495945,1.0001986349662595,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,4,4,1.0000397301495945,1.0001986349662595,0.59375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,5,5,1.0001181928609986,1.0005908246919653,0.5,1.0,0.0,1,3
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,6,0,1.000177326429228,1.0008863179780174,0.5,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,7,2,1.0002152456245732,1.0010757653140574,0.5,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,8,2,1.0002152456245732,1.0010757653140574,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,9,1,1.0000478673094724,1.0002393136400505,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,10,5,1.0001181928609986,1.0005908246919653,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,2,0.2,11,5,1.0001181928609986,1.0005908246919653,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,0,5,1.0000434354716776,1.0002171584960828,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,1,3,1.000045760372642,1.0002287809278827,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,2,0,1.0000190236852224,1.0000951148074504,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,3,1,1.0001300343837403,1.000650002939143,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,4,3,1.000045760372642,1.0002287809278827,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,5,4,1.0001178296218882,1.0005890093529817,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,6,1,1.0001300343837403,1.000650002939143,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,7,4,1.0001178296218882,1.0005890093529817,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,8,1,1.0001300343837403,1.000650002939143,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,9,5,1.0000434354716776,1.0002171584960828,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,10,2,1.0000335545822803,1.0001677616541902,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.05,11,2,1.0000335545822803,1.0001677616541902,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,0,2,1.0000335545822803,1.0001677616541902,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,1,4,1.0001178296218882,1.0005890093529817,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,2,3,1.000045760372642,1.0002287809278827,0.828125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,3,1,1.0001300343837403,1.000650002939143,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,4,0,1.0000190236852224,1.0000951148074504,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,5,1,1.0001300343837403,1.000650002939143,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,6,3,1.000045760372642,1.0002287809278827,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,7,0,1.0000190236852224,1.0000951148074504,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,8,4,1.0001178296218882,1.0005890093529817,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,9,2,1.0000335545822803,1.0001677616541902,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,10,2,1.0000335545822803,1.0001677616541902,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.1,11,5,1.0000434354716776,1.0002171584960828,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,0,3,1.000045760372642,1.0002287809278827,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,1,0,1.0000190236852224,1.0000951148074504,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,2,4,1.0001178296218882,1.0005890093529817,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,3,4,1.0001178296218882,1.0005890093529817,0.703125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,4,5,1.0000434354716776,1.0002171584960828,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,5,3,1.000045760372642,1.0002287809278827,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,6,0,1.0000190236852224,1.0000951148074504,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,7,4,1.0001178296218882,1.0005890093529817,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,8,2,1.0000335545822803,1.0001677616541902,0.59375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,9,0,1.0000190236852224,1.0000951148074504,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,10,2,1.0000335545822803,1.0001677616541902,0.703125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.15,11,3,1.000045760372642,1.0002287809278827,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,0,0,1.0000190236852224,1.0000951148074504,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,1,2,1.0000335545822803,1.0001677616541902,0.59375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,2,3,1.000045760372642,1.0002287809278827,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,3,3,1.000045760372642,1.0002287809278827,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,4,3,1.000045760372642,1.0002287809278827,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,5,1,1.0001300343837403,1.000650002939143,0.546875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,6,5,1.0000434354716776,1.0002171584960828,0.546875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,7,3,1.000045760372642,1.0002287809278827,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,8,2,1.0000335545822803,1.0001677616541902,0.59375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,9,5,1.0000434354716776,1.0002171584960828,0.515625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,10,4,1.0001178296218882,1.0005890093529817,0.59375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,3,0.2,11,5,1.0000434354716776,1.0002171584960828,0.5625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,0,5,1.0001710790675387,1.000855102907321,0.953125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,1,3,1.0003256534856917,1.001627208649945,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,2,3,1.0003256534856917,1.001627208649945,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,3,4,1.000132577023713,1.0006627094683134,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,4,5,1.0001710790675387,1.000855102907321,0.96875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,5,0,1.0004069988495066,1.0020333411296172,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,6,4,1.000132577023713,1.0006627094683134,0.953125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,7,1,1.000379690786354,1.0018970150115267,0.90625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,8,3,1.0003256534856917,1.001627208649945,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,9,4,1.000132577023713,1.0006627094683134,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,10,1,1.000379690786354,1.0018970150115267,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.05,11,3,1.0003256534856917,1.001627208649945,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,0,0,1.0004069988495066,1.0020333411296172,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,1,1,1.000379690786354,1.0018970150115267,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,2,0,1.0004069988495066,1.0020333411296172,0.84375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,3,1,1.000379690786354,1.0018970150115267,0.78125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,4,1,1.000379690786354,1.0018970150115267,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,5,3,1.0003256534856917,1.001627208649945,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,6,3,1.0003256534856917,1.001627208649945,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,7,3,1.0003256534856917,1.001627208649945,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,8,2,1.0000350803142226,1.000175389266987,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,9,5,1.0001710790675387,1.000855102907321,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,10,1,1.000379690786354,1.0018970150115267,0.765625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.1,11,5,1.0001710790675387,1.000855102907321,0.796875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,0,4,1.000132577023713,1.0006627094683134,0.8125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,1,4,1.000132577023713,1.0006627094683134,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,2,0,1.0004069988495066,1.0020333411296172,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,3,1,1.000379690786354,1.0018970150115267,0.75,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,4,2,1.0000350803142226,1.000175389266987,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,5,1,1.000379690786354,1.0018970150115267,0.859375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,6,1,1.000379690786354,1.0018970150115267,0.6875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,7,0,1.0004069988495066,1.0020333411296172,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,8,2,1.0000350803142226,1.000175389266987,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,9,4,1.000132577023713,1.0006627094683134,0.71875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,10,5,1.0001710790675387,1.000855102907321,0.734375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.15,11,0,1.0004069988495066,1.0020333411296172,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,0,2,1.0000350803142226,1.000175389266987,0.453125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,1,5,1.0001710790675387,1.000855102907321,0.65625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,2,0,1.0004069988495066,1.0020333411296172,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,3,0,1.0004069988495066,1.0020333411296172,0.609375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,4,2,1.0000350803142226,1.000175389266987,0.625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,5,0,1.0004069988495066,1.0020333411296172,0.671875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,6,5,1.0001710790675387,1.000855102907321,0.546875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,7,0,1.0004069988495066,1.0020333411296172,0.53125,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,8,2,1.0000350803142226,1.000175389266987,0.515625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,9,2,1.0000350803142226,1.000175389266987,0.484375,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,10,2,1.0000350803142226,1.000175389266987,0.640625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,uncorrelated,3,0.2,11,5,1.0001710790675387,1.000855102907321,0.5625,1.0,0.0,1,3
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,0,1,1.0000930200784313,1.0004650139050282,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,1,1,1.0000930200784313,1.0004650139050282,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,2,4,1.0000372236004005,1.000186104148616,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,3,3,1.0000575664269393,1.0002877990052972,0.875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,4,3,1.0000575664269393,1.0002877990052972,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,5,3,1.0000575664269393,1.0002877990052972,0.921875,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,6,2,1.000193562122764,1.0009674363130485,0.890625,1.0,0.0,1,2
128,0.05,0.046875,6,latent,0.15,correlated,4,0.05,7,3,1.0000575664269393,1.0002877990052972,0.90625,1.0,0.0,1,2
